stop_id,stop_name,stop_lat,stop_lon,zone_id,wheelchair_boarding
801,ซอยวัดลาดสนุ่น;Soi Wat Lat Sanun,13.95176996,100.6300024,801,1
802,ตรงข้ามสนามธูปะเตมีย์;Opposite Dhupateme Royal Thai Air Force Sports Stadium,13.94954142,100.6260887,802,1
803,กองบัญชาการกองทัพอากาศไทย;Royal Thai Air Force,13.91989878,100.6229483,803,1
804,ตลาดสดศิริชัยซอย 3;Sirichai Market Soi 3,13.67336328,100.4260241,804,1
805,ตลาดสดศิริชัยซอย 15;Sirichai Market Soi 15,13.67249202,100.4264788,805,1
806,ศาลเจ้าแม่ตะเคียนทอง;Chao Mae Takianthong Shrine,13.67058187,100.4275412,806,1
807,สถานีรถไฟบางบอน;Railway Station Bang Bon,13.6665952,100.428446,807,1
808,ตรงข้ามซอยม่วงสกุล;Soi Muang Sakun (Opposite),13.66403861,100.4289741,808,1
809,ซอยเพชรเกษม 27/1;Soi Phet Kasem 27/1,13.7176755,100.4524936,809,1
810,ซอยกิ่งแก้ว 1;Soi King Kaew 1,13.6386945,100.711536,810,1
811,"ตรงข้ามบริษัทโกลบอลคอนเน็กชั่นส์;Global Connections Public Co., Ltd. (Opposite)",13.65154075,100.7151747,811,1
812,ปั๊มน้ำมันเอสโซ่;Esso Gas Station,13.66847283,100.7200782,812,1
813,ตรงข้าวซอยกิ่งแก้ว 34;Soi King Kaew 34 (Opposite),13.67268106,100.7212158,813,1
814,ซอยวัดกิ่งแก้ว;Soi Wat King Kaew,13.67502562,100.7217395,814,1
815,หน้าร้านอาหารเดอะเวอร์จิ้น;The Virgin Restaurant,13.69479659,100.7307568,815,1
816,โรงแรมแกรนด์อินคำ(ถนนกิ่งแก้วขาเข้า);Grand Inn Come Hotel,13.69948982,100.7326999,816,1
817,หน้าหมู่บ้านทองธาพีทีเฮาส์กิ่งแก้ว;Thongtha PT House Kingkaew Village,13.70284433,100.7341234,817,1
818,หมู่บ้านจามจุรี;Jamjuri Village,13.70671716,100.735946,818,1
819,สนามปั่นจักรยานเจริญสุขมงคลจิต;Opposite Happy and Healthy Bike Lane,13.71240071,100.7759644,819,1
820,สภ.สุวรรณภูมิ / สภ.ราชาเทวะ;Suvarnabhumi / Rachathewa Police Station,13.71314528,100.7758369,820,1
821,ตรงข้ามหมู่บ้านจามจุรี;Jamjuri Village (Opposite),13.70653491,100.7362214,821,1
822,หมู่บ้านพาร์ควิวซีตี้;Park Ville City Village,13.70229789,100.7342798,822,1
823,โรงแรมแกรนด์อินคำ(ถนนกิ่งแก้วขาออก);Grand Income Hotel,13.69982824,100.7332163,823,1
824,"บริษัทเอ็นเอสเคแบริ่งส์(ประเทศไทย)จำกัด;NSK Bearings (Thailand) CO.,TH",13.69469351,100.7311121,824,1
825,ตรงข้ามปั๊มน้ำมันดาวกิ่งแก้ว;Dao King Kaeo Gas Station (Opposite),13.68896278,100.728682,825,1
826,ซอยกิ่งแก้ว 38;Soi King Kaeo 38,13.67498145,100.7221073,826,1
827,ซอยกิ่งแก้ว 21;Soi King Kaeo 21,13.66729727,100.7200842,827,1
828,ซอยกิ่งแก้ว 14/1;Soi King Kaeo 9,13.650306,100.7151062,828,1
829,การบินไทยสุวรรณภูมิ (ตึกปฏิบัติการภาคพื้นดิน) (จุดที่3);Suvarnabhumi (Tg Ground Operation Control Center) ,13.71170319,100.7604754,829,1
830,วิทยาลัยราชสุดา ;Ratchasuda College,13.78730849,100.324643,830,1
831,ตรงข้ามวัดหทัยนเรศวร;Wat Hathai Naresuan (Opposite),13.78691776,100.3138317,831,1
832,"แยกบรมฯ-พุทธมณฑลสาย 5 (ขาออก);Yaek Borom, Phutthamonthon Sai 5 (Outbound)",13.78652146,100.3035414,832,1
833,ม.รามคำแหง 2 (ประตู 1);Ramkhamhaeng University 2 (Gate 1),13.66891032,100.6839492,833,1
834,รามคำแหง 2 ซอย 19;Ram Kham Hang 2 Soi 19,13.67018499,100.6843817,834,1
835,หมู่บ้านรัตนโกสินทร์ 200 ปี;Rattanakosin 200 years Village,13.98735799,100.6083298,835,1
836,รพ.ราชวิถี 2 (รังสิต);Rajavithi 2 Hospital,13.97481776,100.6182765,836,1
837,โชคชัยรังสิต;Chokchai Rangsit,13.96926485,100.6192575,837,1
838,รพ.แพทย์รังสิต;Pat Rangsit Hospital,13.9637513,100.6202758,838,1
839,เซียร์รังสิต;Zeer Rangsit,13.9600652,100.6209264,839,1
840,หมู่บ้านฝนทอง;Fon Thong Village,13.8832268,100.6014008,840,1
841,พหลโยธิน กม.26;Phahonyothin km.26,13.93361286,100.6255863,841,1
842,ก่อนแยกลำลูกกา;Before Lamlukka Junction,13.94964259,100.6222736,842,1
843,ตรงข้ามเซียร์รังสิต;Opposite Zeer Rangsit,13.96030867,100.6202491,843,1
844,ตลาดสี่มุมเมือง;Simummuang Market,13.96250272,100.6198588,844,1
845,วัดประยูรธรรมาราม;Wat Prayoon Thamaram,13.96526216,100.6193319,845,1
846,เมืองเอก;Muang Ake,13.96964808,100.6185721,846,1
847,แม็คโครรังสิต;Makro Rangsit,13.97466109,100.617645,847,1
848,ตลาดรังสิต;Rangsit Market,13.98769317,100.6129781,848,1
849,รพ.ปทุมเวช;Pathumvech Hospital,13.98761118,100.6097497,849,1
850,หมู่บ้านภาสกร 2;Phatsakon 2 Village,13.63379501,100.3663356,850,1
851,ตรงข้ามซอยเอกชัย 133;Soi Ekachai 133 (Opposite),13.63776528,100.3708564,851,1
852,ถนนบางบอน 4;Bang Bon 4 Road,13.64158979,100.375529,852,1
853,วิทยาลัยเทคนิคราชสิทธาราม;Rajasitharam Technical College,13.64666263,100.3818934,853,1
854,หน้าเรือนจำหญิงธนบุรี;Thonburi Women Prison,13.6485777,100.3843401,854,1
855,ซอยเอกชัย 104;Soi Ekachai 104,13.65214472,100.3889914,855,1
856,ซอยเอกชัย 106;Soi Ekachai 106,13.6576568,100.3961484,856,1
857,หมู่บ้านแก้วกาญจน์;Kaew Karn Village,13.6590847,100.3986722,857,1
858,โรงเรียนบ้านนายสี;Ban Nai Si School,13.66018195,100.4006412,858,1
859,วัดนครอินทร์ตรงข้ามบ้านมิตรภาพ;Wat Nakhon In,13.83549907,100.501908,859,1
860,หลังต่างระดับบรมฯ - ราชพฤกษ์;After Borom - Ratchaphruek Interchange,13.77806131,100.4434295,860,1
861,หมู่บ้านพลีโน่ เอกชัย-กาญจนาภิเษก;Pleno Ekachai-Kanchanapisek Village,13.65797688,100.3972313,861,1
862,ซอยเอกชัย 101;Soi Ekachai 101,13.65523039,100.3932615,862,1
863,ตรงข้ามบ้านพักกรมราชองครักษ์ บางบอน;Opposite Royal Thai Aide-De-Camp Department Housing Bangbon,13.65193241,100.3890262,863,1
864,ก่อนแยกบางบอน 3;Before Bang Bon 3 Junction,13.65063546,100.3873704,864,1
865,โชว์รูมเอทีฮอนด้า เอกชัย-บางบอน;AT Honda Showroom Ekachai-Bangbon,13.64432219,100.3793876,865,1
866,หมู่บ้านวโรชา;Varocha Village,13.64144073,100.3758214,866,1
867,ซอยเอกชัย 133;Soi Ekachai 133,13.63754621,100.3710129,867,1
868,สำนักงานเขตบางบอน;Bang Bon District Office,13.63537152,100.36848,868,1
869,ตรงข้ามโรงเรียนศึกษานารีวิทยา (ศึกษานารี 2);Opposite Suksanareewittaya School (Suksanaree 2),13.63415979,100.3670369,869,1
870,หลังสะพานรังสิตคลอง 3;Behind Rangsit Khlong 3 Bridge,13.99458652,100.662269,870,1
871,หมู่บ้านสิวลี รังสิต 1;Siwalee Village Rangsit 1,13.99160201,100.6490779,871,1
872,ก่อนสะพานรังสิตคลอง 2;Before Rangsit Klong 2 Bridge,13.99052244,100.6448741,872,1
873,หมู่บ้านบ้านฟ้า;Ban Fa Village,13.9893941,100.6397605,873,1
874,สะพานแดงรังสิต;Rangsit Daeng Bridge,13.98626939,100.6255432,874,1
875,ตรงข้ามซอยรังสิต-นครนายก 5;Soi Rangsit-Nakhon Nayok 5 (Opposite),13.98543487,100.6216549,875,1
876,ตรงข้ามฟิวเจอร์พาร์ครังสิต (จุดที่ 2);Opposite Future Park Rangsit (point 2),13.98971292,100.6149619,876,1
877,ฟิวเจอร์ปาร์ครังสิต;Future Park Rangsit,13.99075996,100.6155088,877,1
878,เมเจอร์รังสิต;Major Rangsit,13.98730995,100.6161416,878,1
879,หมู่บ้านศิษฐิโรจน์;Sitthirot Village,13.96569617,100.6198693,879,1
880,อนุสรณ์สถานแห่งชาติ;Thai National Memorial,13.95221411,100.6198976,880,1
881,พรมไทยปิง;Prom Thai Ping,13.94927954,100.6182725,881,1
882,"หมู่บ้านพิพรพงษ์ 2,3,4;Piphonpong Village",13.94686478,100.6169014,882,1
883,หมู่บ้านศุภลักษณ์;Supalak Village,13.94422668,100.6154291,883,1
884,ฐานทัพอากาศดอนเมือง;Don Muang Royal Thai Air Force Base,13.9396569,100.6128387,884,1
885,ตรงข้าม สน.ดอนเมือง (ฝั่งวิภาวดี);Opposite Don Mueang Police Station (Vibhavadi Side),13.93048093,100.6075833,885,1
886,ฝ่ายช่างการบินไทย ดอนเมือง;Thai Airways Engineer Department,13.92749495,100.6059104,886,1
887,ตรงข้ามวัดดอนเมือง (ฝั่งวิภาวดี);Opposite Wat Don Muang (Vibhavadi side),13.92196446,100.6027901,887,1
888,สนามบินดอนเมือง;Don Muang Airport,13.9200784,100.6017494,888,1
889,ตรงข้ามตลาดใหม่ดอนเมือง (ฝั่งวิภาวดี);Opposite Talad Mai Donmueang (Vibhavadi side),13.91411847,100.598397,889,1
890,ตรงข้ามคลังน้ำมันดอนเมือง;Opposite BASF Donmueang,13.90505782,100.5933446,890,1
891,เจ้เล้ง;Jae Leng Shop,13.89647763,100.5889698,891,1
892,ตรงข้ามวัดหลักสี่;Opposite Wat Laksi,13.88685623,100.5835078,892,1
893,เซียงกงหลักสี่;Sieng Kong Lak Si,13.8825367,100.5810594,893,1
894,หนังสือพิมพ์แนวหน้า;Naewna Newspaper,13.87835657,100.5786991,894,1
895,โรงเรียนไผทอุดมศึกษา;Pathaiudom School,13.87609913,100.5774051,895,1
896,โรงแรมรามากาเด้นซ์;Rama Gardens Hotel,13.86358173,100.5705374,896,1
897,หนังสือพิมพ์เดลินิวส์;Daily News,13.86103653,100.5692212,897,1
898,โรงแรมมิราเคิล แกรนด์ คอนเวนชั่น;Miracle Grand Convention Hotel,13.87645605,100.5767912,898,1
899,สถาบันวิจัยจุฬาภรณ์;Chulabhorn Research Institute,13.87903004,100.5782879,899,1
900,สถานีรถไฟหลักสี่;Laksi Train Station,13.8834131,100.580792,900,1
901,ไอทีสแควร์ หลักสี่;IT Square Laksi,13.88552481,100.5819722,901,1
902,วัดหลักสี่;Wat Laksi,13.88899053,100.5838422,902,1
903,เคหะทุ่งสองห้อง;Thung Song Hong Housing,13.89829254,100.5891486,903,1
904,คลังน้ำมันดอนเมือง;Don Mueang Oil Terminal,13.90584984,100.5933101,904,1
905,ตลาดใหม่ดอนเมือง (ฝั่งวิภาวดี);Don Mueang New Market (Vibhavadi side),13.91421664,100.5980491,905,1
906,วัดดอนเมือง  (ฝั่งวิภาวดี);Wat Don Mueang (Vibhavadi side),13.92218017,100.6023913,906,1
907,สโมสรท่าอากาศยาน (ฝั่งวิภาวดี);Airport Club (Vibhavadi side),13.92759465,100.6055618,907,1
908,สน.ดอนเมือง (ฝั่งวิภาวดี);Don Muang Police Station (Vibhavadi side),13.93152315,100.6077441,908,1
909,หมู่บ้านอยู่เจริญ;Yu Charoen Village,13.94160852,100.6133245,909,1
910,โรงเรียนพหลโยธิน (พ่วงเจริญอุปถัมภ์);Phahon Yothin School (Puang Charoen Upatham School),13.94698183,100.6163549,910,1
911,หมู่บ้านวังทอง;Wang Thong Village,13.95148893,100.6188693,911,1
912,หมู่บ้านชีวรมย์ รังสิต-ดอนเมือง;Chewarom Rangsit-Don Mueang Village,13.98576618,100.6219928,912,1
913,ตรงข้ามสะพานแดงรังสิต;Opposite Rangsit Daeng Bridge,13.98666572,100.6258803,913,1
914,หมู่บ้านสนาวิลล่า 91;Sana Villa Village 91,13.98847454,100.6341541,914,1
915,หมู่บ้านมาลีวัลย์เฮ้าส์;Maleewan House Village,13.98943899,100.6385194,915,1
916,หลังสะพานรังสิตคลอง 2; Behind Rangsit Khlong 2 Bridge,13.99104397,100.6456041,916,1
917,"หมู่บ้านมัณฑนา 1 รังสิตคลอง 2 ;Manthana Village 1, Rangsit Khlong 2",13.99207129,100.6497611,917,1
918,หมู่บ้านอยู่เจริญ รังสิตคลอง 2;Yoo Charoen Rangsit Klong 2 Village,13.99285219,100.6525889,918,1
919,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี;Rajamangala University of Technology Thanyaburi,14.03447914,100.7320049,919,1
920,โรงพยาบาลธัญบุรี;Thanyaburi Hospital,14.02074934,100.7321023,920,1
921,มหาวิทยาลัยอีสเทิร์นเอเชีย;Eastern Asia University,14.01525595,100.7231033,921,1
922,"พี.พี.เอส.เซฟตี้กลาส;P.P.S. Safety Glass Co., Ltd.",14.01214839,100.7157954,922,1
923,หมู่บ้านบ้านฟ้ารังสิต คลอง 4;Ban Fah Rangsit Village Khlong 4,14.00287763,100.694201,923,1
924,หมู่บ้านสินทรัพย์;Sinsub Rangsit Village,14.00213092,100.6924275,924,1
925,ก่อนสะพานรังสิตคลอง 4 (จุดที่ 1);Before Rangsit Khlong 4 Bridge (Stop 1),14.0008585,100.6895203,925,1
926,ตรงข้ามซอยรังสิต-นครนายก 77;Opposite Soi Rangsit-Nakhon Nayok 77,13.9990404,100.6828473,926,1
927,ตรงข้ามโลตัสรังสิต-นครนายก;Opposite Lotus Rang Sit - Nakhon Nayok,13.99859431,100.6809421,927,1
928,ตรงข้ามวัดเขียนเขต;Opposite Wat Khian Khet,13.99786736,100.6778961,928,1
929,ดรีมเวิลด์;Dream World,13.99713109,100.6745001,929,1
930,เทศบาลเมืองบึงยี่โถ;Bueng Yitho Municipality,13.99569713,100.66799,930,1
931,ซอยสะอาดวัฒนา;Soi Sa-at Watthana,13.99578422,100.6666538,931,1
932,ม.นอร์ทกรุงเทพ;North Bangkok University,13.99732892,100.6737668,932,1
933,วัดเขียนเขต;Wat Kiean Ket,13.99825007,100.6777939,933,1
934,โลตัสรังสิต-นครนายก;Lotus Rang Sit - Nakhon Nayok,13.99910951,100.6813776,934,1
935,ตรงข้ามถนนพระองค์เจ้าสาย;Opposite Phra Ong Chao Sai Road,13.99991248,100.6852386,935,1
936,หมู่บ้านแพรมาพร;Muban Praemaporn,14.00369535,100.6952294,936,1
937,ตรงข้ามวัดมูลจินดาราม;Wat Mool Jindaram (Opposite),14.00932984,100.7084846,937,1
938,หมู่บ้านคลอง 5;Klong 5 Village,14.01353876,100.7182067,938,1
939,ตรงข้ามมหาวิทยาลัยอีสเทิร์นเอเชีย;Eastern Asia University (Opposite),14.01557668,100.7231089,939,1
940,มทร.ธัญบุรี(ขาออก);Rajamangala University of Technology Thanyaburi (De[arture),14.0344428,100.7318437,940,1
941,โรงเรียนสทราวดี(ซอยศาลาต้นจันทร์);Satrawadee School,13.75486574,100.4836532,941,1
942,วัดระฆังโฆสิตาราม;Wat Rakungkositaram,13.75328143,100.4836805,942,1
943,แฟลตกรมอู่ทหารเรือ;Royal Thai Naval Dockyard Flat,13.75164066,100.4837086,943,1
944,กรมพลาธิการทหารเรือ;Naval Supply Department,13.7478907,100.4843997,944,1
945,วัดเครือวัลย์วรวิหาร;Wat Khruea Wan Worawihan,13.74595888,100.4853337,945,1
946,วัดอรุณราชวรารามราชวรมหาวิหาร;Wat Arun Ratwararam Ratchaworamahawihan,13.74401605,100.4864894,946,1
947,ตรงข้ามกรมช่างโยธาทหารเรือ;Opposite Naval Public Works Department,13.74127371,100.4857313,947,1
948,บ้านหม้อ;Ban Mo,13.7462429,100.4994524,948,1
949,วัดบวรนิเวศฯ (ฝั่งพระสุเมรุ);Wat Bowonniwet (Phra Sumen side),13.76044109,100.5007798,949,1
950,วัดบวร;Wat Bawon,13.76074299,100.5002881,950,1
951,หลังแยกบางลำพู;Behind Bang Lamphu intersection,13.76266953,100.497402,951,1
952,ท่าพระอาทิตย์;Tha Phra Athit,13.76282513,100.4942849,952,1
953,ก่อนแยกบางลำพู;Before Banglumphu Intersection,13.76269721,100.4975802,953,1
954,สน.สำราญราษฎร์;Samran Rat Police Station,13.7520419,100.5028369,954,1
955,ตรงข้ามโรงเรียนสวนกุหลาบวิทยาลัย;Opposite Suankularb Wittayalai School,13.74332038,100.4990483,955,1
956,ตรงข้าม สน.บางกอกใหญ่;Opposite Bangkok Yai Metropolitan Police Station,13.74183895,100.4866722,956,1
957,กรมอู่ทหารเรือ;Naval Dockyard Department,13.7447174,100.4858923,957,1
958,ตรงข้ามวัดเครือวัลย์วรวิหาร;Wat Khruea Wan Worawihan (Opposite),13.74593323,100.4851532,958,1
959,วัดพระยาทำ;Wat Phraya Tham,13.74857441,100.4839696,959,1
960,ตลาดใหม่บ้านขมิ้น;Baan Kamin New Market,13.75163987,100.483514,960,1
961,ตรงข้ามวัดระฆังโฆสิตาราม;Wat Rakungkositaram (Opposite),13.75332083,100.4834431,961,1
962,โรงเรียนสุภัทราวดี;Supattarawadee School,13.75429215,100.4834611,962,1
963,กระทรวงพาณิชย์;Ministry Of Commerce,13.88186195,100.4873538,963,1
964,ธนาคารกรุงเทพรัตนาธิเบศร์;Bangkok Bank Rattanathibet,13.86659901,100.4934716,964,1
965,ซอยศรีบูรพา 21;Soi Sri Burapha 21,13.77345026,100.6538505,965,1
966,ซอยศรีบูรพา 19;Soi Sri Burapha 19,13.77427634,100.6534458,966,1
967,ซอยศรีบูรพา 15;Soi Sri Burapha 15,13.77779918,100.6520739,967,1
968,ศรีบูรพา 8;Sri Burapha 8,13.78079278,100.6501167,968,1
969,ซอยศรีบูรพา 6;Soi Sri Burapha 6,13.7817239,100.649495,969,1
970,ซอยศรีบูรพา 1;Soi Sri Burapha 1,13.78341734,100.6481018,970,1
971,ซอยโพธิ์แก้ว 7;Soi Pho Kaew 7 ,13.80122164,100.6458602,971,1
972,ซอยโพธิ์แก้ว 1;Soi Pho Kaeo 1,13.80058357,100.6435533,972,1
973,ซอยโพธิ์แก้ว 5;Soi Pho Kaeo 5,13.79984602,100.6404017,973,1
974,ซอยโพธิ์แก้ว 4;Soi Pho Kaew 4,13.79957954,100.6382019,974,1
975,ตรงข้ามสนามฟุตบอลพรรษกาล;Krua Tanu (Opposite),13.79925221,100.6355626,975,1
976,แยกตาชั่ง(โพธิ์แก้ว3);Tachang Intersection,13.80027483,100.633906,976,1
977,แยกตาชั่ง;Tachang Intersection,13.80029814,100.6342574,977,1
978,สนามฟุตบอลพรรษกาล;Phansakarn Football Field,13.79934598,100.6349976,978,1
979,ตรงข้ามสนามฟุตบอลซอยโพธิ์แก้ว;Soccer Field Soi Pho Kaew,13.79970284,100.6383437,979,1
980,หมู่บ้านยลประภา;Yolprapha Village,13.80030963,100.6420927,980,1
981,ตรงข้ามซอยโพธิ์แก้ว 7;Soi Pho Kaew 7 (Opposite),13.80158232,100.6465562,981,1
982,"ซอยศรีบูรพา 3,ทะเลสาบที่1;Soi Sri Burapha 3, Lake 1",13.78306133,100.6486073,982,1
983,ตรงข้ามซอยศรีบูรพา 4;Opposite Soi Sri Burapha 4,13.78222358,100.6492834,983,1
984,ตรงข้ามซอยศรีบูรพา 8;Soi Sri Burapha 8 (Opposite),13.78087966,100.6502709,984,1
985,ตรงข้ามซอยศรีบูรพา 14;Opposite Soi Sri Burapha 14,13.77816156,100.6520188,985,1
986,ตรงข้ามซอยศรีบูรพา 18;Opposite Soi Sri Burapha 18,13.77560607,100.653238,986,1
987,ตรงข้ามซอยศรีบูรพา 21;Opposite Soi Sri Burapha 21,13.77386279,100.6537633,987,1
988,หมู่บ้านมณียาตรงข้ามก๋วยเตี๋ยวนายหมอก;Maneeya Village,13.86645083,100.4943257,988,1
989,โรงเรียนอนุราชประสิทธิ์;Anurat Prasit School,13.87278722,100.4955858,989,1
990,ตรงข้ามวัดชมภูเวก;Opposite Wat Chomphu Wek,13.88312689,100.4935541,990,1
991,ตลาดจิตรเจริญ;Jitcharoen Market,13.88446409,100.4910251,991,1
992,ตรงข้ามกระทรวงพาณิชย์;Ministry of Commerce (Opposite),13.8816738,100.4874992,992,1
993,ตรงข้ามวัดช่องนนทรี (ฝั่งพระราม 3);Opposite Wat Chong Nonsi (Rama 3 side),13.69265066,100.5476196,993,1
994,ตรงข้ามหัวปลาช่องนนทรี;Opposite Hua Pla Chong Nonsi,13.69059798,100.5476971,994,1
995,หัวปลาช่องนนทรี;Huapla Chong Nonsi,13.68884599,100.54742,995,1
996,วัดช่องนนทรี (ฝั่งพระราม 3);Wat Chong Nonsi (Rama 3 side),13.69314361,100.547135,996,1
997,ก่อนแยกลาซาล;Before Lasan Intersection,13.66196539,100.6020159,997,1
998,ตรงข้ามกรมอุตุนิยมวิทยา;Opposite the Meteorological Department,13.66699834,100.6040925,998,1
999,ซอยสุขุมวิท 56;Soi Sukhumwit 56,13.70177097,100.6027571,999,1
1000,ท้องฟ้าจำลอง;Science Center for Education,13.7207816,100.5832024,1000,1
1001,ซอยสุขุมวิท 40;Soi Sukhumwit 40,13.72226318,100.5811249,1001,1
1002,"BTS ทองหล่อ (ทางออก 2,4);BTS Thonglo (Exit 2,4)",13.72415387,100.578478,1002,1
1003,ซอยสุขุมวิท 34;Soi Sukhumwit 34 ,13.72569782,100.5762513,1003,1
1004,สถานฑูตฟิลิปปินส์;Embassy Of The Philippines,13.728655,100.5721312,1004,1
1005,BTS พร้อมพงษ์ (ทางออก4);BTS Phromphong (Exit 4),13.73008376,100.5700319,1005,1
1006,ซอยสุขุมวิท 20;Soi Sukhumwit 20,13.73420036,100.5641936,1006,1
1007,ซอยสุขุมวิท 18;Soi Sukhumwit 18,13.73487189,100.5632206,1007,1
1008,ตรงข้ามโรงแรมไฮแอทรีเจนซี กรุงเทพ สุขุมวิท;Opposite Hyatt Regency Bangkok Sukhumvit,13.73941041,100.5568223,1008,1
1009,BTS นานา (ทางออก 2);BTS Nana (Exit 2),13.74086776,100.5547601,1009,1
1010,เพลินจิตเซ็นเตอร์;Ploenchit Center,13.74244771,100.5514362,1010,1
1011,"ท่ารถคลองคูเมืองเดิม (สาย 2 25 508);Old Khu Mueang Bus Terminal (Line 2,25,508)",13.74889195,100.4962038,1011,1
1012,พระบรมมหาราชวัง;Grand Palace,13.74938782,100.4939084,1012,1
1013,BTS เพลินจิต (ทางออก 3);BTS Ploenchit (Exit 3),13.74311889,100.5494598,1013,1
1014,"อาคารแปซิฟิคเฟลล์,สุขุมวิทซอย7;Pacific Building, Sukhumwit Soi 7",13.7406922,100.5554258,1014,1
1015,ตรงข้ามเอ็มสเฟียร์;Opposite Emsphere,13.73283911,100.5665309,1015,1
1016,ตรงข้ามสวนเบญจศิริ;Benjasiri Park (Opposite),13.73157337,100.5683058,1016,1
1017,เอ็มควอเทียร์;Emquartier,13.73106921,100.5689856,1017,1
1018,ซอยสุขุมวิท 34;Soi Sukhumvit 34,13.72591011,100.5762868,1018,1
1019,BTS ทองหล่อ (ทางออก 1);BTS Thonglo (Exit 1),13.72449895,100.5783066,1019,1
1020,ซอยสุขุมวิท 40(ยูเนสโก้);Soi Sukhumvit 40 (Unesco),13.72261889,100.5809422,1020,1
1021,เมเจอร์เอกมัย;Major Ekamai,13.72103207,100.5832632,1021,1
1022,BTS อุดมสุข (ทางออก 5);BTS Udomsuk (Exit 5),13.68004887,100.6097389,1022,1
1023,บริษัทไทยโภชนา(ขาเข้า);Thai Phochana Company,13.54793473,100.5722222,1023,1
1024,ตรงข้ามไปรษณีย์พระสมุทรเจดีย์;Opposite Phra Samut Chedi Post Office,13.59452814,100.5790307,1024,1
1025,โรงเรียนป้อมนาคราชสวาทยานนท์;Pomnakarachsawatyanon school,13.59620879,100.5822953,1025,1
1026,ไปรษณีย์พระสมุทรเจดีย์;Phra Samut Chedi Post Office,13.59422085,100.5791175,1026,1
1027,หมู่บ้านร่มเย็นนิเวศน์;Romyen Niwet Village,13.5932813,100.5677425,1027,1
1028,ซอยท่าทราย;Soi Tha Sai,13.59539388,100.5635556,1028,1
1029,ซอยสุขสวัสดิ์ 92;Soi Suksawat 92,13.60198301,100.5576276,1029,1
1030,หมวดการทางพระสมุทรเจดีย์;Phra Samut Chedi Highway Station,13.60587792,100.554164,1030,1
1031,ตลาดคู่สร้าง;Khu Sang Market,13.60989569,100.5504779,1031,1
1032,วัดชังเรือง;Wat Chungrueng,13.61462171,100.5461527,1032,1
1033,วัดชมนิมิตร;Wat Chomnimit,13.62636141,100.5355359,1033,1
1034,ศูนย์อีซูซุ(ตรงข้ามซอยอายิโนโมโต๊ะ);Isuzu Center,13.64337374,100.5249049,1034,1
1035,ซอยสุขสวัสดิ์ 64;Soi Suk Sawat 64,13.64931775,100.5225837,1035,1
1036,ตลาดไทยสมบูรณ์;Thai somboon Market,13.65452987,100.5204804,1036,1
1037,ซอยวัดกลางนา;Soi Wat Klang Na,13.66030691,100.5181639,1037,1
1038,บิ๊กซีสุขสวัสดิ์;Big C Suk Sawat,13.65317532,100.5213812,1038,1
1039,ซอยสุขสวัสดิ์ 39/1;Soi Suk Sawat 39/1,13.6490311,100.5230177,1039,1
1040,ซอยอายิโนโมโต๊ะ;Soi A Yi No Mo To,13.64365217,100.5252459,1040,1
1041,โรงเรียนศิริวิทยา;Siriwitthaya School,13.62192894,100.5398986,1041,1
1042,ตรงข้ามวัดชังเรือง;Wat Changrueng (Opposite),13.61500834,100.5462628,1042,1
1043,ตรงข้ามตลาดคู่สร้าง;Opposite Khu Sang Market,13.61071773,100.5501657,1043,1
1044,สถานีตำรวจภูธรพระสมุทรเจดีย์;Police Station Phra Samut Chedi,13.60729559,100.5532747,1044,1
1045,ซอยอมรา;Soi Amara,13.60203455,100.5580497,1045,1
1046,ตรงข้ามซอยท่าทราย;Soi Tha Sai (Opposite),13.59573362,100.5636616,1046,1
1047,ตรงข้ามซอยร่มเย็น;Soi Romyen (Opposite),13.59358072,100.5676161,1047,1
1048,บริษัทไทยโภชนา(ขาออก);Thaiphochana Company,13.54948304,100.5721856,1048,1
1049,กรมทางหลวง;Department Of Highway ,13.7623033,100.5243306,1049,1
1050,หลังแยกเสาวนี;After Saowani Intersection,13.76175478,100.5224554,1050,1
1051,หลังแยกยมราช;After Yommarat Intersection,13.75859456,100.5210425,1051,1
1052,ก่อนแยกยมราช;Before Yommarat Intersection,13.75838038,100.5211524,1052,1
1053,พุทธมณฑลสาย 2 ซอย 29;Phutthamonthon Sai 2 Soi 29,13.79011295,100.3943578,1053,1
1054,ก่อนแยกเสาวนี;Before Saowani Intersection,13.76187713,100.52239,1054,1
1055,กระทรวงการต่างประเทศ;Ministry of Foreign Affairs,13.76259444,100.5242506,1055,1
1056,ก่อนแยกเรวดี เลี่ยงเมืองนนทบุรี; Before Yaek Rewadi,13.85794351,100.4929561,1056,1
1057,หมู่บ้านเรวดี 3 ;Rawadee 3 ,13.85133835,100.4998586,1057,1
1058,วัดพระแก้ว(ท่าช้าง);Wat Phra Kaew (Tha Chang Pier),13.75230818,100.489818,1058,1
1059,ท่ามหาราช;Maharaj Pier,13.7542394,100.4894763,1059,1
1060,ท่าพระจันทร์;Tha Phra Chan ,13.75564109,100.4895262,1060,1
1061,ตรงข้ามท่าพระจันทร์;Opposite Tha Phra Chan,13.75607531,100.4901307,1061,1
1062,ท่าราชวงศ์;Ratchawong Pier,13.73900468,100.5045225,1062,1
1063,รพ.หัวเฉียว;Hua Chieaw Hospital,13.7502667,100.5136644,1063,1
1064,ยศเส;Yossae,13.74942647,100.5159664,1064,1
